Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num Ki67,Num Ki67: PD1,Num PD1,Num touching,Num touching: Ki67,Num touching: Ki67: PD1,Num touching: PD1,Area µm^2,Perimeter µm
Tonsil_flip.ome.tif,0f745022-b41d-4e7a-989d-c35aa79710f6,Annotation,,TBMacs,Annotation (GC),Polygon,2119.5,261.49,0,0,0,0,0,0,0,0,459.68,160.55
Tonsil_flip.ome.tif,ca835ee7-05d5-4167-a2bb-676795db3516,Annotation,,TBMacs,Annotation (GC),Polygon,2190.7,722.89,0,0,0,0,0,0,0,0,446.37,144.95
Tonsil_flip.ome.tif,c69a39fa-d221-457d-a17f-64bb9e98ee37,Annotation,,TBMacs,Annotation (GC),Polygon,1915.6,306.12,0,0,0,0,0,0,0,0,427.78,165.75
Tonsil_flip.ome.tif,994686aa-0b88-46bd-a0c4-5b41264d8912,Annotation,,TBMacs,Annotation (GC),Polygon,1976.3,610.08,0,0,0,0,0,0,0,0,416.58,125.45
Tonsil_flip.ome.tif,ab4b3c9f-5867-4467-bda5-0185e7fe1281,Annotation,,TBMacs,Annotation (GC),Polygon,2091.1,684.39,0,0,0,0,0,0,0,0,397.15,118.95
Tonsil_flip.ome.tif,70a5dc88-9f3d-4daf-82ab-643397e2700e,Annotation,,TBMacs,Annotation (GC),Polygon,1998.9,390.46,0,0,0,0,0,0,0,0,390.6,110.5
Tonsil_flip.ome.tif,9736eaad-1a13-47bb-9429-d2634f5def68,Annotation,,TBMacs,Annotation (GC),Polygon,1903.2,616.96,0,0,0,0,0,0,0,0,384.37,150.8
Tonsil_flip.ome.tif,a52d60dc-5fd4-48f2-972a-39a74035d982,Annotation,,TBMacs,Annotation (GC),Polygon,2222,378.57,0,0,0,0,0,0,0,0,366.41,113.1
Tonsil_flip.ome.tif,722125a9-b5f7-4191-88ff-228199db422f,Annotation,,TBMacs,Annotation (GC),Polygon,2027,547.06,0,0,0,0,0,0,0,0,363.56,138.45
Tonsil_flip.ome.tif,e700894b-7822-4995-82c1-2ac2c760c307,Annotation,,TBMacs,Annotation (GC),Polygon,2113.7,663.76,0,0,0,0,0,0,0,0,360.92,162.5
Tonsil_flip.ome.tif,08c0fdd1-037f-48f9-bbbd-b8e91f17d18f,Annotation,,TBMacs,Annotation (GC),Polygon,2133.6,336.36,0,0,0,0,0,0,0,0,359.44,162.5
Tonsil_flip.ome.tif,d9b952ce-fc10-4017-96ee-b4ced8791d76,Annotation,,TBMacs,Annotation (GC),Polygon,1987.7,252.94,0,0,0,0,0,0,0,0,356.27,167.7
Tonsil_flip.ome.tif,b8777acb-6678-4bec-9586-040d3ada504a,Annotation,,TBMacs,Annotation (GC),Polygon,1932.6,387.31,0,0,0,0,0,0,0,0,355.11,117.65
Tonsil_flip.ome.tif,e5d26250-d8f0-4738-a074-eb15841388bd,Annotation,,TBMacs,Annotation (GC),Polygon,2173.2,447.89,0,0,0,0,0,0,0,0,348.67,118.95
Tonsil_flip.ome.tif,d01e4d61-060e-4e92-99f3-51619314a0b8,Annotation,,TBMacs,Annotation (GC),Polygon,2218,203.03,0,0,0,0,0,0,0,0,344.23,122.2
Tonsil_flip.ome.tif,d0394b85-c3a1-4238-9a36-175f4574d41f,Annotation,,TBMacs,Annotation (GC),Polygon,2108.1,297.84,0,0,0,0,0,0,0,0,339.58,187.2
Tonsil_flip.ome.tif,6d2e661f-76c9-423d-aa10-b0557f2999c8,Annotation,,TBMacs,Annotation (GC),Polygon,1956.5,535.55,0,0,0,0,0,0,0,0,339.27,161.2
Tonsil_flip.ome.tif,a17dae09-7063-4765-a936-f1fb76508f18,Annotation,,TBMacs,Annotation (GC),Polygon,2149.4,180.57,0,0,0,0,0,0,0,0,319.73,105.95
Tonsil_flip.ome.tif,33cef06e-ca43-4c7a-9e8b-fb6493dd1719,Annotation,,TBMacs,Annotation (GC),Polygon,1866.1,613.5,0,0,0,0,0,0,0,0,318.88,234
Tonsil_flip.ome.tif,a3ce79ac-8d82-4eb1-b60b-83d6cac1f52a,Annotation,,TBMacs,Annotation (GC),Polygon,2182.3,233.8,0,0,0,0,0,0,0,0,315.4,122.85
Tonsil_flip.ome.tif,09be6cb5-33c9-4b9f-979b-37c6aacc0bb2,Annotation,,TBMacs,Annotation (GC),Polygon,2067.4,173.55,0,0,0,0,0,0,0,0,298.71,107.9
Tonsil_flip.ome.tif,b88e27bb-7497-4229-b8d8-d793f85d5df8,Annotation,,TBMacs,Annotation (GC),Polygon,2174.1,627.97,0,0,0,0,0,0,0,0,297.86,99.45
Tonsil_flip.ome.tif,9026c881-71e3-49f0-9c0f-1ffcf434d7f5,Annotation,,TBMacs,Annotation (GC),Polygon,1939,349.93,0,0,0,0,0,0,0,0,290.68,115.05
Tonsil_flip.ome.tif,dae161ce-fc64-4fce-9cd2-adee10e2b577,Annotation,,TBMacs,Annotation (GC),Polygon,2122.6,462,0,0,0,0,0,0,0,0,283.5,95.55
Tonsil_flip.ome.tif,aef1b197-fb7c-4497-a89c-696a6a759126,Annotation,,TBMacs,Annotation (GC),Polygon,2135.6,382.89,0,0,0,0,0,0,0,0,279.27,108.55
Tonsil_flip.ome.tif,b9490081-4702-4eb1-8f86-ed926f98ce3f,Annotation,,TBMacs,Annotation (GC),Polygon,2089.2,162.19,0,0,0,0,0,0,0,0,275.79,122.2
Tonsil_flip.ome.tif,2f174b85-a56b-41fd-8907-249804c9efb8,Annotation,,TBMacs,Annotation (GC),Polygon,2220.7,699.46,0,0,0,0,0,0,0,0,272.72,100.1
Tonsil_flip.ome.tif,6916b02e-d2d7-44e7-889c-fd05d501d23b,Annotation,,TBMacs,Annotation (GC),Polygon,2032.9,652.58,0,0,0,0,0,0,0,0,268.71,87.1
Tonsil_flip.ome.tif,bc8827c3-3973-43fe-8dec-b5bd224135aa,Annotation,,TBMacs,Annotation (GC),Polygon,2007.9,642.51,0,0,0,0,0,0,0,0,265.75,197.6
Tonsil_flip.ome.tif,f5fba61f-7c31-4a35-867b-9fd2f7a8ee63,Annotation,,TBMacs,Annotation (GC),Polygon,2179.1,873.32,0,0,0,0,0,0,0,0,265.6,86.67
Tonsil_flip.ome.tif,5fd25c0d-e1f3-4a88-976e-1037268ed226,Annotation,,TBMacs,Annotation (GC),Polygon,2221.1,590.49,0,0,0,0,0,0,0,0,260.47,106.6
Tonsil_flip.ome.tif,1ed58b47-718f-49ed-838a-026dbd235bdc,Annotation,,TBMacs,Annotation (GC),Polygon,2214.7,148.19,0,0,0,0,0,0,0,0,251.39,110.5
Tonsil_flip.ome.tif,b7a689ce-2501-4c4a-b911-821d4530ef0e,Annotation,,TBMacs,Annotation (GC),Polygon,2099.9,217.32,0,0,0,0,0,0,0,0,251.28,139.1
Tonsil_flip.ome.tif,5c946abb-7fcd-44f8-927f-d2f970d9381d,Annotation,,TBMacs,Annotation (GC),Polygon,2050.3,135.1,0,0,0,0,0,0,0,0,247.27,89.7
Tonsil_flip.ome.tif,48a83dc7-5118-4540-8b8c-393db00eaed6,Annotation,,TBMacs,Annotation (GC),Polygon,1934.9,605.86,0,0,0,0,0,0,0,0,247.16,139.75
Tonsil_flip.ome.tif,8e757db8-1bf9-4f2a-abf6-286400f31a9a,Annotation,,TBMacs,Annotation (GC),Polygon,2215.5,668.88,0,0,0,0,0,0,0,0,238.82,122.85
Tonsil_flip.ome.tif,e732cbf9-84df-4d3f-9763-7eeb08403487,Annotation,,TBMacs,Annotation (GC),Polygon,2140.7,633.2,0,0,0,0,0,0,0,0,227.41,88.4
Tonsil_flip.ome.tif,a9571996-9267-47a7-adfa-547d37e31d32,Annotation,,TBMacs,Annotation (GC),Polygon,2182.1,660.8,0,0,0,0,0,0,0,0,226.99,96.2
Tonsil_flip.ome.tif,4b73fb2f-8148-4abd-b633-b65c3d1ac1d3,Annotation,,TBMacs,Annotation (GC),Polygon,1966.5,675.07,0,0,0,0,0,0,0,0,226.67,117.65
Tonsil_flip.ome.tif,bb1f5a1c-9e35-4eff-a372-80ea66ef57bc,Annotation,,TBMacs,Annotation (GC),Polygon,2155.5,484.41,0,0,0,0,0,0,0,0,225.4,100.1
Tonsil_flip.ome.tif,6c8c6c5f-e513-42ba-8e29-b3f78cf00e87,Annotation,,TBMacs,Annotation (GC),Polygon,2065.9,482.83,0,0,0,0,0,0,0,0,223.82,107.9
Tonsil_flip.ome.tif,a4baa98a-17e0-4c03-aea2-559dc21741a8,Annotation,,TBMacs,Annotation (GC),Polygon,2201.5,248.57,0,0,0,0,0,0,0,0,223.82,117
Tonsil_flip.ome.tif,6ed2ea1d-9aaf-4ef2-b16e-b57f51d4bf05,Annotation,,TBMacs,Annotation (GC),Polygon,2050.3,568.58,0,0,0,0,0,0,0,0,222.66,84.5
Tonsil_flip.ome.tif,c667556b-3223-4922-aba2-2f6a37e2e23e,Annotation,,TBMacs,Annotation (GC),Polygon,2108.3,747.37,0,0,0,0,0,0,0,0,221.07,89.05
Tonsil_flip.ome.tif,286f64e8-1fdc-44f6-bc16-29875a878f63,Annotation,,TBMacs,Annotation (GC),Polygon,2202.5,290.61,0,0,0,0,0,0,0,0,219.81,153.4
Tonsil_flip.ome.tif,900a244d-9d56-42f6-a49f-16ba6a0c053c,Annotation,,TBMacs,Annotation (GC),Polygon,2157.1,789.31,0,0,0,0,0,0,0,0,219.38,76.05
Tonsil_flip.ome.tif,c7c6ef76-0302-4ab4-b4c1-db62d6402100,Annotation,,TBMacs,Annotation (GC),Polygon,2038.4,238.62,0,0,0,0,0,0,0,0,217.59,109.2
Tonsil_flip.ome.tif,46d7f1b0-b981-400e-a8e1-c3d80b5a2fa4,Annotation,,TBMacs,Annotation (GC),Polygon,2075,624.53,0,0,0,0,0,0,0,0,216.11,111.8
Tonsil_flip.ome.tif,b34e9fa9-4ee8-4d26-8551-abc9ec9ab353,Annotation,,TBMacs,Annotation (GC),Polygon,2136,603.34,0,0,0,0,0,0,0,0,203.65,102.7
Tonsil_flip.ome.tif,f2ce00d8-f5bd-4047-93cf-69345e77a79f,Annotation,,TBMacs,Annotation (GC),Polygon,2160.8,872.59,0,0,0,0,0,0,0,0,203.2,116.08
Tonsil_flip.ome.tif,88166f63-b185-41fe-bf6f-ff3496b8af80,Annotation,,TBMacs,Annotation (GC),Polygon,2227.3,772.55,0,0,0,0,0,0,0,0,201.43,104.65
Tonsil_flip.ome.tif,e099f55b-2dd5-4e0c-847d-3ca0d7ff2f6f,Annotation,,TBMacs,Annotation (GC),Polygon,2113.6,80.38,0,0,0,0,0,0,0,0,200.27,89.7
Tonsil_flip.ome.tif,eba763b5-69e2-4289-bf87-e345b6e96c9a,Annotation,,TBMacs,Annotation (GC),Polygon,2071.3,514.14,0,0,0,0,0,0,0,0,200.05,83.2
Tonsil_flip.ome.tif,29de09ca-a966-46bb-8022-cb4e970e3f8a,Annotation,,TBMacs,Annotation (GC),Polygon,2123.6,157.72,0,0,0,0,0,0,0,0,192.03,111.15
Tonsil_flip.ome.tif,59b01008-495c-4291-be10-c9c59c6b1a83,Annotation,,TBMacs,Annotation (GC),Polygon,1948,754.29,0,0,0,0,0,0,0,0,190.44,78.65
Tonsil_flip.ome.tif,910bf908-f383-4e3d-a4ae-a680e09349a5,Annotation,,TBMacs,Annotation (GC),Polygon,1912.1,509.55,0,0,0,0,0,0,0,0,187.7,118.95
Tonsil_flip.ome.tif,2a3b5405-c79b-4c71-a9bf-41e426257154,Annotation,,TBMacs,Annotation (GC),Polygon,2053.2,414.6,0,0,0,0,0,0,0,0,186.85,85.15
Tonsil_flip.ome.tif,6762f8d1-bac6-4cd4-a721-1c7b41cdd8c1,Annotation,,TBMacs,Annotation (GC),Polygon,2006.3,687.13,0,0,0,0,0,0,0,0,177.56,91
Tonsil_flip.ome.tif,9ec05bfb-d333-406e-a896-076ff58eace1,Annotation,,TBMacs,Annotation (GC),Polygon,2193.5,789.91,0,0,0,0,0,0,0,0,176.18,78.65
Tonsil_flip.ome.tif,6e811575-4ab5-4d77-aef9-f57a28398da2,Annotation,,TBMacs,Annotation (GC),Polygon,2114.6,625.52,0,0,0,0,0,0,0,0,173.01,100.1
Tonsil_flip.ome.tif,a881a0c2-cd16-4d08-9ef6-ff531e5f443e,Annotation,,TBMacs,Annotation (GC),Polygon,2162.9,319.23,0,0,0,0,0,0,0,0,171.64,105.3
Tonsil_flip.ome.tif,653cc0b3-4e47-4682-be26-d343ff4bb4cc,Annotation,,TBMacs,Annotation (GC),Polygon,1952.5,634.8,0,0,0,0,0,0,0,0,166.78,74.1
Tonsil_flip.ome.tif,fabf3b90-177e-4232-852b-be42c22003e9,Annotation,,TBMacs,Annotation (GC),Polygon,1926,582.97,0,0,0,0,0,0,0,0,166.25,83.85
Tonsil_flip.ome.tif,205541b7-e345-4bdb-887c-af5556ac9f76,Annotation,,TBMacs,Annotation (GC),Polygon,1849.9,473.58,0,0,0,0,0,0,0,0,166.25,135.2
Tonsil_flip.ome.tif,08c42ea9-d10b-412f-a1c6-064083de5e6b,Annotation,,TBMacs,Annotation (GC),Polygon,1999.2,212.37,0,0,0,0,0,0,0,0,162.24,98.15
Tonsil_flip.ome.tif,b4502d44-eede-4308-9682-f618eeaec239,Annotation,,TBMacs,Annotation (GC),Polygon,1848.2,531.04,0,0,0,0,0,0,0,0,161.4,96.2
Tonsil_flip.ome.tif,76ff56c5-a2a7-44d6-86f4-46e2a1534c67,Annotation,,TBMacs,Annotation (GC),Polygon,2100.7,543.03,0,0,0,0,0,0,0,0,161.08,79.3
Tonsil_flip.ome.tif,eff91b0b-5c77-4a7d-8cdd-fc9eeb41cf70,Annotation,,TBMacs,Annotation (GC),Polygon,2010.6,156.6,0,0,0,0,0,0,0,0,158.75,100.75
Tonsil_flip.ome.tif,8e548284-030a-4d32-bf65-5bf56c9abb53,Annotation,,TBMacs,Annotation (GC),Polygon,2025.3,820.45,0,0,0,0,0,0,0,0,155.48,68.25
Tonsil_flip.ome.tif,97f177c8-b7c3-4674-9fe3-a12251668f12,Annotation,,TBMacs,Annotation (GC),Polygon,1905.4,709.76,0,0,0,0,0,0,0,0,152.95,74.75
Tonsil_flip.ome.tif,317d7673-4809-496b-bb00-bd0970b2313f,Annotation,,TBMacs,Annotation (GC),Polygon,2098.1,865.13,0,0,0,0,0,0,0,0,150.09,120.25
Tonsil_flip.ome.tif,d0177273-835d-4ee7-b622-295d745ac08e,Annotation,,TBMacs,Annotation (GC),Polygon,2158.3,209.99,0,0,0,0,0,0,0,0,149.35,65
Tonsil_flip.ome.tif,67b98392-b8b2-438b-9882-45616c5e609e,Annotation,,TBMacs,Annotation (GC),Polygon,1891.6,675.19,0,0,0,0,0,0,0,0,147.88,98.15
Tonsil_flip.ome.tif,e1f010f6-df89-4a38-add6-b80e421e22b9,Annotation,,TBMacs,Annotation (GC),Polygon,2232.9,232.52,0,0,0,0,0,0,0,0,147.03,136.5
Tonsil_flip.ome.tif,b07cb1f2-0d08-4e08-82e9-7a52d4555780,Annotation,,TBMacs,Annotation (GC),Polygon,2077.9,275.29,0,0,0,0,0,0,0,0,143.23,74.1
Tonsil_flip.ome.tif,73826f47-1283-4943-9e3d-3b74c2391679,Annotation,,TBMacs,Annotation (GC),Polygon,2123.4,419.97,0,0,0,0,0,0,0,0,142.81,67.6
Tonsil_flip.ome.tif,a00946c0-c86e-4c71-bf5e-93d016694cec,Annotation,,TBMacs,Annotation (GC),Polygon,1863.3,356.02,0,0,0,0,0,0,0,0,142.28,79.3
Tonsil_flip.ome.tif,546bc1f7-d48c-45b3-a421-bc5fe2c8558d,Annotation,,TBMacs,Annotation (GC),Polygon,1891.6,270.55,0,0,0,0,0,0,0,0,142.25,62.52
Tonsil_flip.ome.tif,0fc257e0-1dd0-45a1-971d-24399c19fd34,Annotation,,TBMacs,Annotation (GC),Polygon,1922.7,713.99,0,0,0,0,0,0,0,0,138.79,76.05
Tonsil_flip.ome.tif,898bc385-04fe-490e-a895-8bcb908aedd3,Annotation,,TBMacs,Annotation (GC),Polygon,2085.9,192.52,0,0,0,0,0,0,0,0,138.58,63.05
Tonsil_flip.ome.tif,e1eb92d5-bd08-4523-8ac7-767db3c5247a,Annotation,,TBMacs,Annotation (GC),Polygon,2058.6,650.22,0,0,0,0,0,0,0,0,137.63,88.4
Tonsil_flip.ome.tif,ee22bdfa-2f9a-4b47-b903-5dadf13c9132,Annotation,,TBMacs,Annotation (GC),Polygon,2111.6,174.22,0,0,0,0,0,0,0,0,135.09,61.75
Tonsil_flip.ome.tif,449672ac-d0c5-4c4b-be8a-f7778d65f75e,Annotation,,TBMacs,Annotation (GC),Polygon,2226,501.36,0,0,0,0,0,0,0,0,130.76,59.15
Tonsil_flip.ome.tif,94f40747-aa68-4007-a979-4338ebc1dfa0,Annotation,,TBMacs,Annotation (GC),Polygon,2073.1,775.65,0,0,0,0,0,0,0,0,130.13,81.25
Tonsil_flip.ome.tif,74f7b3f9-1686-4766-a9c6-867d93b1876d,Annotation,,TBMacs,Annotation (GC),Polygon,2101.8,394.38,0,0,0,0,0,0,0,0,125.59,143
Tonsil_flip.ome.tif,5b3b394a-91dc-453d-977c-1fcf3a18af89,Annotation,,TBMacs,Annotation (GC),Polygon,2004,810.75,0,0,0,0,0,0,0,0,123.9,98.8
Tonsil_flip.ome.tif,56a73664-10fb-4ec7-a611-7912784db09a,Annotation,,TBMacs,Annotation (GC),Polygon,1978.3,477.03,0,0,0,0,0,0,0,0,119.88,65
Tonsil_flip.ome.tif,ff5f4c4b-6389-41ad-97d8-48dfe19f330d,Annotation,,TBMacs,Annotation (GC),Polygon,2227.3,523.42,0,0,0,0,0,0,0,0,116.72,55.9
Tonsil_flip.ome.tif,0aa344f4-1314-49c6-9ece-4b1a82c6f67b,Annotation,,TBMacs,Annotation (GC),Polygon,1898.7,381.46,0,0,0,0,0,0,0,0,113.97,54.6
Tonsil_flip.ome.tif,59203800-566d-4f4e-8e77-b93f6bdc5ece,Annotation,,TBMacs,Annotation (GC),Polygon,2233.5,470.77,0,0,0,0,0,0,0,0,112.7,120.25
Tonsil_flip.ome.tif,ce7f5f00-e3e2-4d3b-b336-8e551b3d8e23,Annotation,,TBMacs,Annotation (GC),Polygon,2018.4,484.15,0,0,0,0,0,0,0,0,112.39,72.15
Tonsil_flip.ome.tif,f84f6ffb-fd69-438b-90aa-de1ef2a8cbbd,Annotation,,TBMacs,Annotation (GC),Polygon,1950,483.68,0,0,0,0,0,0,0,0,111.43,60.45
Tonsil_flip.ome.tif,ad5601b6-70a3-47a5-a490-dd7658e0058a,Annotation,,TBMacs,Annotation (GC),Polygon,2227.1,161.13,0,0,0,0,0,0,0,0,104.46,81.9
Tonsil_flip.ome.tif,6fa699f4-604c-41c1-907f-27c553c194bf,Annotation,,TBMacs,Annotation (GC),Polygon,2105.3,838.55,0,0,0,0,0,0,0,0,101.61,66.95
Tonsil_flip.ome.tif,2545d7ed-8414-4214-9c55-138989ef5cae,Annotation,,TBMacs,Annotation (GC),Polygon,2139.7,731.82,0,0,0,0,0,0,0,0,100.03,68.9
Tonsil_flip.ome.tif,98d71371-2620-42ea-82e7-5085f9c5f614,Annotation,,TBMacs,Annotation (GC),Polygon,2164.2,283.01,0,0,0,0,0,0,0,0,98.76,55.9
Tonsil_flip.ome.tif,e4483c48-a237-4bfb-ae5d-e51cdb2af16f,Annotation,,TBMacs,Annotation (GC),Polygon,2060.8,811.08,0,0,0,0,0,0,0,0,90.31,46.15
Tonsil_flip.ome.tif,20d959c1-d713-43b3-8637-7650c062ffb2,Annotation,,TBMacs,Annotation (GC),Polygon,2166.9,339.65,0,0,0,0,0,0,0,0,82.6,65
Tonsil_flip.ome.tif,c080a5d5-5292-4685-8982-83dea97bb475,Annotation,,TBMacs,Annotation (GC),Polygon,2101.9,339.92,0,0,0,0,0,0,0,0,80.8,51.35
Tonsil_flip.ome.tif,22bca051-130c-4a77-b130-ee1ab0f3d0f5,Annotation,,TBMacs,Annotation (GC),Polygon,1877.9,501.27,0,0,0,0,0,0,0,0,80.38,57.2
Tonsil_flip.ome.tif,5bfc5fc1-0b3b-4273-9daa-150f216eb938,Annotation,,TBMacs,Annotation (GC),Polygon,2006.5,722.5,0,0,0,0,0,0,0,0,80.06,74.1
Tonsil_flip.ome.tif,cc157736-59ce-4b3f-9319-6a96ced6309e,Annotation,,TBMacs,Annotation (GC),Polygon,2112.8,439.69,0,0,0,0,0,0,0,0,78.9,61.75
Tonsil_flip.ome.tif,784b94cd-aa1b-4682-9142-db2a3c9616ea,Annotation,,TBMacs,Annotation (GC),Polygon,2055.3,274.98,0,0,0,0,0,0,0,0,74.68,46.8
Tonsil_flip.ome.tif,e62f531e-30d1-47db-9772-ad90543ec8ed,Annotation,,TBMacs,Annotation (GC),Polygon,2232.8,126.81,0,0,0,0,0,0,0,0,74.25,87.1
Tonsil_flip.ome.tif,e982c597-135e-4cf1-9d85-9e4ef2db1ac6,Annotation,,TBMacs,Annotation (GC),Polygon,2189.7,267.96,0,0,0,0,0,0,0,0,72.99,40.95
Tonsil_flip.ome.tif,8ab41d33-341b-4647-a0ca-3e23535c471d,Annotation,,TBMacs,Annotation (GC),Polygon,2055.5,104.12,0,0,0,0,0,0,0,0,71.61,55.9
Tonsil_flip.ome.tif,051fd784-3be3-4a5f-9ce3-6c4f8ed8019e,Annotation,,TBMacs,Annotation (GC),Polygon,2101.1,136.68,0,0,0,0,0,0,0,0,69.18,53.3
Tonsil_flip.ome.tif,d6e38a7e-0eec-4c5f-b9ac-c180f48b88d8,Annotation,,TBMacs,Annotation (GC),Polygon,1880.1,662.56,0,0,0,0,0,0,0,0,64.64,50.05
Tonsil_flip.ome.tif,c4e4a1b1-bf62-42c2-a405-a8d45969e933,Annotation,,TBMacs,Annotation (GC),Polygon,2116.3,381.13,0,0,0,0,0,0,0,0,62.32,52
Tonsil_flip.ome.tif,53ce1fc7-7bb3-4d24-8df5-62f69c81b8a7,Annotation,,TBMacs,Annotation (GC),Polygon,2082.1,463.31,0,0,0,0,0,0,0,0,61.05,53.95
Tonsil_flip.ome.tif,e738ae46-4526-4486-95f8-f756d083bb3e,Annotation,,TBMacs,Annotation (GC),Polygon,2234.6,648.19,0,0,0,0,0,0,0,0,59.47,63.05
Tonsil_flip.ome.tif,fc20c45c-bc3c-4104-a2c6-15a733126ac8,Annotation,,TBMacs,Annotation (GC),Polygon,2234.6,554.39,0,0,0,0,0,0,0,0,56.09,58.5
Tonsil_flip.ome.tif,05263316-8fce-4c5b-a8c1-d7f2428127b8,Annotation,,TBMacs,Annotation (GC),Polygon,1945,717.81,0,0,0,0,0,0,0,0,55.77,45.5
Tonsil_flip.ome.tif,9bce60f3-bfa5-459d-b547-ca15f92b0780,Annotation,,TBMacs,Annotation (GC),Polygon,2018.2,626.91,0,0,0,0,0,0,0,0,53.13,52.65
Tonsil_flip.ome.tif,527ca90c-f74c-4466-8d27-7bf2c7579b8f,Annotation,,TBMacs,Annotation (GC),Polygon,2206.9,876.53,0,0,0,0,0,0,0,0,52.39,40.95
Tonsil_flip.ome.tif,eded1df5-342d-4880-8ae2-40ae082fc2d4,Annotation,,TBMacs,Annotation (GC),Polygon,2016.4,115.98,0,0,0,0,0,0,0,0,52.21,81.83
Tonsil_flip.ome.tif,ee0bbd12-b30b-41d0-a5a6-632722820ff0,Annotation,,TBMacs,Annotation (GC),Polygon,2232.9,327.41,0,0,0,0,0,0,0,0,51.02,53.95
Tonsil_flip.ome.tif,1c88c55b-d3bf-4f00-b1fa-09e7f9b12b88,Annotation,,TBMacs,Annotation (GC),Polygon,2078.4,451.06,0,0,0,0,0,0,0,0,49.75,42.25
Tonsil_flip.ome.tif,28e6cbcc-73d5-4f3f-9f66-503afac36491,Annotation,,TBMacs,Annotation (GC),Polygon,2234.6,824.64,0,0,0,0,0,0,0,0,49.54,53.3
Tonsil_flip.ome.tif,75f8211c-3187-4964-92c0-3b641b8ddd14,Annotation,,TBMacs,Annotation (GC),Polygon,2130.8,878.68,0,0,0,0,0,0,0,0,48.85,56.27
Tonsil_flip.ome.tif,41686657-bd2a-40b0-94e7-4af3cbbc36ce,Annotation,,TBMacs,Annotation (GC),Polygon,2021.4,138.94,0,0,0,0,0,0,0,0,48.27,42.9
